,Pais,Codigo,Periodo,Value,Indicador
5044,Singapore,SGP,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5045,Singapore,SGP,1995,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5046,Singapore,SGP,1996,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5047,Singapore,SGP,1997,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5048,Singapore,SGP,1998,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5049,Singapore,SGP,1999,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5050,Singapore,SGP,2000,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5051,Singapore,SGP,2001,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5052,Singapore,SGP,2002,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5053,Singapore,SGP,2003,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5054,Singapore,SGP,2004,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5055,Singapore,SGP,2005,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5056,Singapore,SGP,2006,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5057,Singapore,SGP,2007,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5058,Singapore,SGP,2008,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5059,Singapore,SGP,2009,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5060,Singapore,SGP,2010,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5061,Singapore,SGP,2011,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5062,Singapore,SGP,2012,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5063,Singapore,SGP,2013,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5064,Singapore,SGP,2014,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5065,Singapore,SGP,2015,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5066,Singapore,SGP,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5067,Singapore,SGP,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5068,Slovakia,SVK,1990,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5069,Slovakia,SVK,1991,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5070,Slovakia,SVK,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5071,Slovakia,SVK,1993,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5072,Slovakia,SVK,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5073,Slovakia,SVK,1995,0.001916289,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5074,Slovakia,SVK,1996,0.001956335,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5075,Slovakia,SVK,1997,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5076,Slovakia,SVK,1998,0.103842451,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5077,Slovakia,SVK,1999,0.007604848,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5078,Slovakia,SVK,2000,0.003841593,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5079,Slovakia,SVK,2001,0.011503846,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5080,Slovakia,SVK,2002,0.001930055,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5081,Slovakia,SVK,2003,0.001920971,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5082,Slovakia,SVK,2004,0.009646912,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5083,Slovakia,SVK,2005,0.005645998,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5084,Slovakia,SVK,2006,0.001878738,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5085,Slovakia,SVK,2007,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5086,Slovakia,SVK,2008,0.001872107,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5087,Slovakia,SVK,2009,0.018707509,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5088,Slovakia,SVK,2010,0.011373512,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5089,Slovakia,SVK,2011,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5090,Slovakia,SVK,2012,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5091,Slovakia,SVK,2013,0.003847677,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5092,Slovakia,SVK,2014,0.005772182,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5093,Slovakia,SVK,2015,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5094,Slovakia,SVK,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5095,Slovakia,SVK,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5096,Slovenia,SVN,1990,0.005475777,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5097,Slovenia,SVN,1991,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5098,Slovenia,SVN,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5099,Slovenia,SVN,1993,0.010170698,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5100,Slovenia,SVN,1994,0.005180691,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5101,Slovenia,SVN,1995,0.010715461,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5102,Slovenia,SVN,1996,0.016145996,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5103,Slovenia,SVN,1997,0.005335188,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5104,Slovenia,SVN,1998,0.005276753,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5105,Slovenia,SVN,1999,0.010587556,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5106,Slovenia,SVN,2000,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5107,Slovenia,SVN,2001,0.005355263,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5108,Slovenia,SVN,2002,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5109,Slovenia,SVN,2003,0.005223162,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5110,Slovenia,SVN,2004,0.010638776,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5111,Slovenia,SVN,2005,0.005461669,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5112,Slovenia,SVN,2006,0.010914754,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5113,Slovenia,SVN,2007,0.021640913,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5114,Slovenia,SVN,2008,0.005409578,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5115,Slovenia,SVN,2009,0.021635894,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5116,Slovenia,SVN,2010,0.037810574,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5117,Slovenia,SVN,2011,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5118,Slovenia,SVN,2012,0.005258017,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5119,Slovenia,SVN,2013,0.015645781,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5120,Slovenia,SVN,2014,0.010754886,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5121,Slovenia,SVN,2015,0.005183373,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5122,Slovenia,SVN,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5123,Slovenia,SVN,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5124,Solomon Islands,SLB,1990,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5125,Solomon Islands,SLB,1991,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5126,Solomon Islands,SLB,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5127,Solomon Islands,SLB,1993,0.147970508,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5128,Solomon Islands,SLB,1994,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5129,Solomon Islands,SLB,1995,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5130,Solomon Islands,SLB,1996,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5131,Solomon Islands,SLB,1997,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5132,Solomon Islands,SLB,1998,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5133,Solomon Islands,SLB,1999,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5134,Solomon Islands,SLB,2000,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5135,Solomon Islands,SLB,2001,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5136,Solomon Islands,SLB,2002,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5137,Solomon Islands,SLB,2003,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5138,Solomon Islands,SLB,2004,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5139,Solomon Islands,SLB,2005,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5140,Solomon Islands,SLB,2006,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5141,Solomon Islands,SLB,2007,1.409269755,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5142,Solomon Islands,SLB,2008,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5143,Solomon Islands,SLB,2009,0.559411027,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5144,Solomon Islands,SLB,2010,0.052934595,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5145,Solomon Islands,SLB,2011,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5146,Solomon Islands,SLB,2012,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5147,Solomon Islands,SLB,2013,0.256369827,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5148,Solomon Islands,SLB,2014,1.177111221,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5149,Solomon Islands,SLB,2015,0.224659038,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5150,Solomon Islands,SLB,2016,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5151,Solomon Islands,SLB,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5152,Somalia,SOM,1990,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5153,Somalia,SOM,1991,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5154,Somalia,SOM,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5155,Somalia,SOM,1993,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5156,Somalia,SOM,1994,0.103947744,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5157,Somalia,SOM,1995,0.015723236,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5158,Somalia,SOM,1996,0.002299168,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5159,Somalia,SOM,1997,1.71536746,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5160,Somalia,SOM,1998,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5161,Somalia,SOM,1999,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5162,Somalia,SOM,2000,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5163,Somalia,SOM,2001,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5164,Somalia,SOM,2002,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5165,Somalia,SOM,2003,0.000717226,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5166,Somalia,SOM,2004,0.212371215,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5167,Somalia,SOM,2005,0.008680904,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5168,Somalia,SOM,2006,0.073876114,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5169,Somalia,SOM,2007,0.017728429,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5170,Somalia,SOM,2008,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5171,Somalia,SOM,2009,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5172,Somalia,SOM,2010,0.007321208,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5173,Somalia,SOM,2011,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5174,Somalia,SOM,2012,0.022179203,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5175,Somalia,SOM,2013,0.122482774,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5176,Somalia,SOM,2014,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5177,Somalia,SOM,2015,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5178,Somalia,SOM,2016,0.006440884,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5179,Somalia,SOM,2017,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5180,South Africa,ZAF,1990,0.004285478,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5181,South Africa,ZAF,1991,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5182,South Africa,ZAF,1992,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5183,South Africa,ZAF,1993,0.006396237,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5184,South Africa,ZAF,1994,0.000634053,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5185,South Africa,ZAF,1995,0.031376685,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5186,South Africa,ZAF,1996,0.0463914,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5187,South Africa,ZAF,1997,0.004762093,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5188,South Africa,ZAF,1998,0.011926627,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5189,South Africa,ZAF,1999,0.01229036,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5190,South Africa,ZAF,2000,0.016923039,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5191,South Africa,ZAF,2001,0.003183345,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5192,South Africa,ZAF,2002,0.006403736,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5193,South Africa,ZAF,2003,0.00058733,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5194,South Africa,ZAF,2004,0.000422026,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5195,South Africa,ZAF,2005,0.000272807,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5196,South Africa,ZAF,2006,0.001601681,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5197,South Africa,ZAF,2007,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5198,South Africa,ZAF,2008,0.002313422,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5199,South Africa,ZAF,2009,0.004915435,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5200,South Africa,ZAF,2010,0.002962088,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5201,South Africa,ZAF,2011,0.010426199,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5202,South Africa,ZAF,2012,0.002676446,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5203,South Africa,ZAF,2013,0.000809993,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5204,South Africa,ZAF,2014,0.006323901,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5205,South Africa,ZAF,2015,0,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5206,South Africa,ZAF,2016,0.002533181,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5207,South Africa,ZAF,2017,0.00294612,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5208,South Asia,,1990,0.027739909,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5209,South Asia,,1991,1.279094309,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5210,South Asia,,1992,0.021982986,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5211,South Asia,,1993,0.12694159,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5212,South Asia,,1994,0.026762793,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5213,South Asia,,1995,0.045976681,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5214,South Asia,,1996,0.041315037,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5215,South Asia,,1997,0.029230662,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5216,South Asia,,1998,0.076740401,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5217,South Asia,,1999,0.104883886,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5218,South Asia,,2000,0.024455926,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5219,South Asia,,2001,0.191401197,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5220,South Asia,,2002,0.014086331,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5221,South Asia,,2003,0.013569687,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5222,South Asia,,2004,0.174203087,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5223,South Asia,,2005,0.707365065,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5224,South Asia,,2006,0.018990629,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5225,South Asia,,2007,0.075421336,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5226,South Asia,,2008,0.019101343,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5227,South Asia,,2009,0.016771891,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5228,South Asia,,2010,0.029407881,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5229,South Asia,,2011,0.012854522,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5230,South Asia,,2012,0.011489581,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5231,South Asia,,2013,0.063255436,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5232,South Asia,,2014,0.01177238,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5233,South Asia,,2015,0.090347549,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5234,South Asia,,2016,0.012226215,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
5235,South Asia,,2017,0.018857669,Muertes - Exposición a las fuerzas de la naturaleza - Sexo: Ambos - Edad: Todas las edades (Porcentaje)
